Text,label
theoreticaldiscoverymechanismcontributesunderstandingoriginmasssubatomicparticlesrecentlyconfirmeddiscoverypredictedfundamentalparticleATLASCMSexperimentsCERNsLargeHadronCollider,0
discoveriesmachineryregulatingvesicletrafficmajortransportsystemcells,1
discoveriesmachineryregulatingvesicletrafficmajortransportsystemcells,1
discoveriesmachineryregulatingvesicletrafficmajortransportsystemcells,1
analysismarketpowerregulation,5
strugglesuppressionchildrenyoungpeoplerightchildreneducation,2
artmemoryevokedungraspablehumandestiniesuncoveredlifeworldoccupation,3
developmentsuperresolvedfluorescencemicroscopy,4
developmentsuperresolvedfluorescencemicroscopy,4
developmentsuperresolvedfluorescencemicroscopy,4
strugglesuppressionchildrenyoungpeoplerightchildreneducation,2
inventionefficientbluelightemittingdiodesenabledbrightenergysavingwhitelightsources,0
inventionefficientbluelightemittingdiodesenabledbrightenergysavingwhitelightsources,0
discoveriescellsconstitutepositioningsystembrain,1
discoveriescellsconstitutepositioningsystembrain,1
discoveriescellsconstitutepositioningsystembrain,1
inventionefficientbluelightemittingdiodesenabledbrightenergysavingwhitelightsources,0
analysisconsumptionpovertywelfare,5
decisivecontributionbuildingpluralisticdemocracyTunisiawakeJasmineRevolution2011,2
polyphonicwritingsmonumentsufferingcouragetime,3
mechanisticstudiesDNArepair,4
mechanisticstudiesDNArepair,4
mechanisticstudiesDNArepair,4
discoveryneutrinooscillationsshowsneutrinosmass,0
discoveriesconcerningnoveltherapyMalaria,1
discoveriesconcerningnoveltherapyinfectionscausedroundwormparasites,1
discoveriesconcerningnoveltherapyinfectionscausedroundwormparasites,1
discoveryneutrinooscillationsshowsneutrinosmass,0
contributionscontracttheory,5
designsynthesismolecularmachines,4
contributionscontracttheory,5
resoluteeffortsbringcountrys50yearlongcivilwarend,2
designsynthesismolecularmachines,4
creatednewpoeticexpressionswithingreatAmericansongtradition,3
theoreticaldiscoveriestopologicalphasetransitionstopologicalphasesmatter,0
theoreticaldiscoveriestopologicalphasetransitionstopologicalphasesmatter,0
theoreticaldiscoveriestopologicalphasetransitionstopologicalphasesmatter,0
discoveriesmechanismsautophagy,1
designsynthesismolecularmachines,4
workdrawattentioncatastrophichumanitarianconsequencesusenuclearweaponsgroundbreakingeffortsachievetreatybasedprohibitionweapons,2
novelsgreatemotionalforceuncoveredabyssbeneathillusorysenseconnectionworld,3
developingcryoelectronmicroscopyhighresolutionstructuredeterminationbiomoleculessolution,4
developingcryoelectronmicroscopyhighresolutionstructuredeterminationbiomoleculessolution,4
developingcryoelectronmicroscopyhighresolutionstructuredeterminationbiomoleculessolution,4
decisivecontributionsLIGOdetectorobservationgravitationalwaves,0
contributionsbehaviouraleconomics,5
decisivecontributionsLIGOdetectorobservationgravitationalwaves,0
discoveriesmolecularmechanismscontrollingcircadianrhythm,1
discoveriesmolecularmechanismscontrollingcircadianrhythm,1
discoveriesmolecularmechanismscontrollingcircadianrhythm,1
decisivecontributionsLIGOdetectorobservationgravitationalwaves,0
narrativeimaginationencyclopedicpassionrepresentscrossingboundariesformlife,3
integratingtechnologicalinnovationslongrunmacroeconomicanalysis,5
integratingclimatechangelongrunmacroeconomicanalysis,5
effortsendusesexualviolenceweaponwararmedconflict,2
effortsendusesexualviolenceweaponwararmedconflict,2
phagedisplaypeptidesantibodies,4
phagedisplaypeptidesantibodies,4
directedevolutionenzymes,4
methodgeneratinghighintensityultrashortopticalpulses,0
opticaltweezersapplicationbiologicalsystems,0
discoverycancertherapyinhibitionnegativeimmuneregulation,1
discoverycancertherapyinhibitionnegativeimmuneregulation,1
methodgeneratinghighintensityultrashortopticalpulses,0
developmentlithiumionbatteries,4
experimentalapproachalleviatingglobalpoverty,5
experimentalapproachalleviatingglobalpoverty,5
influentialworklinguisticingenuityexploredperipheryspecificityhumanexperience,3
experimentalapproachalleviatingglobalpoverty,5
developmentlithiumionbatteries,4
effortsachievepeaceinternationalcooperationparticulardecisiveinitiativeresolveborderconflictneighbouringEritrea,2
discoveryexoplanetorbitingsolartypestar,0
discoveryexoplanetorbitingsolartypestar,0
theoreticaldiscoveriesphysicalcosmology,0
discoveriescellssenseadaptoxygenavailability,1
discoveriescellssenseadaptoxygenavailability,1
discoveriescellssenseadaptoxygenavailability,1
developmentlithiumionbatteries,4
improvementsauctiontheoryinventionsnewauctionformats,5
improvementsauctiontheoryinventionsnewauctionformats,5
effortscombathungercontributionbetteringconditionspeaceconflictaffectedareasactingdrivingforceeffortspreventusehungerweaponwarconflict,2
unmistakablepoeticvoiceausterebeautymakesindividualexistenceuniversal,3
developmentmethodgenomeediting,4
developmentmethodgenomeediting,4
discoverysupermassivecompactobjectcentregalaxy,0
discoveryblackholeformationrobustpredictiongeneraltheoryrelativity,0
discoveryHepatitisCvirus,1
discoveryHepatitisCvirus,1
discoveryHepatitisCvirus,1
discoverysupermassivecompactobjectcentregalaxy,0
uncompromisingcompassionatepenetrationeffectscolonialismfaterefugeegulfculturescontinents,3
methodologicalcontributionsanalysiscausalrelationships,5
empiricalcontributionslaboureconomics,5
effortssafeguardfreedomexpressionpreconditiondemocracylastingpeace,2
methodologicalcontributionsanalysiscausalrelationships,5
effortssafeguardfreedomexpressionpreconditiondemocracylastingpeace,2
developmentasymmetricorganocatalysis,4
physicalmodellingEarth’sclimatequantifyingvariabilityreliablypredictingglobalwarming,0
discoveryinterplaydisorderfluctuationsphysicalsystemsatomicplanetaryscales,0
physicalmodellingEarth’sclimatequantifyingvariabilityreliablypredictingglobalwarming,0
discoveriesreceptorstemperaturetouch,1
discoveriesreceptorstemperaturetouch,1
developmentasymmetricorganocatalysis,4
researchbanksfinancialcrises,5
PeacePrizelaureatesrepresentcivilsocietyhomecountriesmanyyearspromotedrightcriticisepowerprotectfundamentalrightscitizensmadeoutstandingeffortdocumentwarcrimeshumanrightabusesabusepowerTogetherdemonstratesignificancecivilsocietypeacedemocracy,2
PeacePrizelaureatesrepresentcivilsocietyhomecountriesmanyyearspromotedrightcriticisepowerprotectfundamentalrightscitizensmadeoutstandingeffortdocumentwarcrimeshumanrightabusesabusepowerTogetherdemonstratesignificancecivilsocietypeacedemocracy,2
PeacePrizelaureatesrepresentcivilsocietyhomecountriesmanyyearspromotedrightcriticisepowerprotectfundamentalrightscitizensmadeoutstandingeffortdocumentwarcrimeshumanrightabusesabusepowerTogetherdemonstratesignificancecivilsocietypeacedemocracy,2
courageclinicalacuityuncoversrootsestrangementscollectiverestraintspersonalmemory,3
developmentclickchemistrybioorthogonalchemistry,4
experimentsentangledphotonsestablishingviolationBellinequalitiespioneeringquantuminformationscience,0
experimentsentangledphotonsestablishingviolationBellinequalitiespioneeringquantuminformationscience,0
experimentsentangledphotonsestablishingviolationBellinequalitiespioneeringquantuminformationscience,0
discoveriesconcerninggenomesextincthomininshumanevolution,1
workchirallycatalysedoxidationreactions,4
developmentclickchemistrybioorthogonalchemistry,4
researchbanksfinancialcrises,5
developmentclickchemistrybioorthogonalchemistry,4
researchbanksfinancialcrises,5
